meta_key,source_file,discovery_methods,api_write,content_write_policy,geo_status
_chroma_school_director_email,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
_chroma_school_eom,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta|get_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
_chroma_school_newsletter,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta|get_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
_chroma_school_slideshow,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta|get_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
_chroma_school_slideshow_title,plugins/chroma-school-dashboard/inc/class-post-type.php,update_post_meta|get_post_meta,"school dashboard route preferred; content/{id} raw","blocked on content/{id}","never public"
_chroma_security_cameras,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
_chroma_show_in_newsroom,chroma-excellence-theme/inc/meta-boxes/class-post-newsroom.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_show_in_newsroom,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-post-newsroom.php,update_post_meta|delete_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_chroma_webhook_sent,chroma-plugins/chroma-lead-log/chroma-lead-log.php,update_post_meta|get_post_meta,content/{id},"blocked on content/{id}","never public"
_contact_defaults_seeded,chroma-excellence-theme/inc/contact-page-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_cp_event_date,plugins/chroma-parent-portal/includes/class-meta-boxes.php,update_post_meta|get_post_meta,"chroma-portal route preferred; content/{id} raw","blocked on content/{id}","never public"
_cp_pdf_file_id,plugins/chroma-parent-portal/includes/class-meta-boxes.php,update_post_meta|get_post_meta,"chroma-portal route preferred; content/{id} raw","blocked on content/{id}","never public"
_cp_pin_hash,plugins/chroma-parent-portal/includes/class-meta-boxes.php,update_post_meta,"chroma-portal route preferred; content/{id} raw","blocked on content/{id}","never public"
_cp_pin_simple_hash,plugins/chroma-parent-portal/includes/class-meta-boxes.php,update_post_meta,"chroma-portal route preferred; content/{id} raw","blocked on content/{id}","never public"
_cp_priority,plugins/chroma-parent-portal/includes/class-meta-boxes.php,update_post_meta|get_post_meta,"chroma-portal route preferred; content/{id} raw","blocked on content/{id}","never public"
_curriculum_defaults_seeded,chroma-excellence-theme/inc/curriculum-page-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_employers_defaults_seeded,chroma-excellence-theme/inc/employers-page-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_gmb_last_sync,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_gmb_rating,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_gmb_review_count,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-schema-editor-metabox.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_parents_defaults_seeded,chroma-excellence-theme/inc/parents-page-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_privacy_defaults_seeded,chroma-excellence-theme/inc/privacy-page-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/about-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/careers-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/contact-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/curriculum-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/employers-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/parents-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
_wp_page_template,chroma-excellence-theme/inc/privacy-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_cta_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_cta_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator1_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator1_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator1_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator2_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator2_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator2_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator3_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator3_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educator3_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educators_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_educators_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_hero_badge_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_hero_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_hero_image,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_hero_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_leadership_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_meta_description,chroma-excellence-theme/inc/about-seo.php,update_post_meta|register_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_meta_title,chroma-excellence-theme/inc/about-seo.php,update_post_meta|register_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_mission_quote,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet1_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet1_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet2_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet2_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet3_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_bullet3_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_image,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_nutrition_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet1_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet1_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet2_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet2_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet3_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_bullet3_text,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_image,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_subtitle,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_philanthropy_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat1_label,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat1_value,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat2_label,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat2_value,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat3_label,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat3_value,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat4_label,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_stat4_value,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_story_image,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_story_paragraph1,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_story_paragraph2,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_story_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_structured_data,chroma-excellence-theme/inc/about-seo.php,update_post_meta|register_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value1_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value1_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value1_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value2_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value2_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value2_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value3_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value3_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value3_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value4_desc,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value4_icon,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_value4_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_values_description,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
about_values_title,chroma-excellence-theme/inc/about-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
alternate_url_en,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-hreflang-options.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
alternate_url_es,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-hreflang-options.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_benefit1_desc,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit1_icon,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit1_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit2_desc,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit2_icon,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit2_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit3_desc,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit3_icon,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_benefit3_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_cta_button_text,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_cta_button_url,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_cta_description,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_cta_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_culture_description,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_culture_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_hero_badge,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_hero_button_text,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_hero_button_url,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_hero_description,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_hero_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
careers_job1_location,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job1_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job1_type,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job1_url,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job2_location,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job2_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job2_type,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job2_url,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job3_location,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job3_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job3_type,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_job3_url,chroma-excellence-theme/inc/careers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
careers_openings_title,chroma-excellence-theme/inc/careers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
chroma_faq_items,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-universal-faq.php,update_post_meta|delete_post_meta|get_post_meta,"content/{id}; seo/meta/{id}","allowed on content/{id}","allowed in geo-feed"
city_county,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-city-landing-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
city_intro_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-city-landing-meta.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
city_nearby_locations,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-city-landing-meta.php,update_post_meta|delete_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_careers_description,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_careers_link_text,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_careers_link_url,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_careers_title,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_corporate_address,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_corporate_name,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_corporate_phone,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_corporate_title,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_form_submit_text,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_hero_badge,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_hero_description,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_hero_title,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_press_description,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_press_link_text,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_press_link_url,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
contact_press_title,chroma-excellence-theme/inc/contact-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_cta_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_cta_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_env_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_env_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_env_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_framework_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_framework_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_hero_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_hero_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_hero_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_assessments_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_assessments_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_assessments_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_assessments_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_assessments_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_screenings_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_screenings_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_screenings_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_screenings_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_screenings_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_tracking_bullet1,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_tracking_bullet2,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_tracking_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_tracking_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestone_tracking_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_milestones_subtitle,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_milestones_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_academic_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_academic_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_academic_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_creative_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_creative_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_creative_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_emotional_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_emotional_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_emotional_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_physical_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_physical_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_physical_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_social_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_social_icon,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_pillar_social_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_discovery_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_discovery_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_foundation_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_foundation_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_readiness_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_stage_readiness_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_timeline_badge,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_timeline_description,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_timeline_image,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_timeline_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_atelier_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_atelier_emoji,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_atelier_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_construction_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_construction_emoji,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_construction_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
