kind,name,path,target,status,notes
rest-route,/reports/(?P<id>\d+)/restore/(?P<version>\d+),plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
rest-route,/reports/(?P<id>\d+)/versions/(?P<version>\d+)/restore-selection,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,self::NAMESPACE ,inventory,
wp-hook,rest_request_after_callbacks,plugins/QA-Report-App/chroma-qa-reports/includes/api/class-rest-controller.php,filter,inventory,
wp-hook,query_vars,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,filter,inventory,
wp-hook,template_redirect,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,init,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,init,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,admin_menu,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,admin_enqueue_scripts,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,admin_enqueue_scripts,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,admin_enqueue_scripts,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,admin_head,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,cqa_cleanup_orphaned_media,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
wp-hook,cqa_daily_cleanup,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,action,inventory,
rewrite-rule,^qa-reports/manifest\.json,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,,inventory,
rewrite-rule,^qa-report/manifest\.json,plugins/QA-Report-App/chroma-qa-reports/includes/class-plugin.php,,inventory,
wp-hook,cqa_report_submitted,plugins/QA-Report-App/chroma-qa-reports/includes/notifications/class-email-notifications.php,action,inventory,
wp-hook,cqa_report_approved,plugins/QA-Report-App/chroma-qa-reports/includes/notifications/class-email-notifications.php,action,inventory,
wp-hook,cqa_report_needs_revision,plugins/QA-Report-App/chroma-qa-reports/includes/notifications/class-email-notifications.php,action,inventory,
wp-hook,cqa_daily_reminder_check,plugins/QA-Report-App/chroma-qa-reports/includes/notifications/class-reminders.php,action,inventory,
wp-hook,wp_dashboard_setup,plugins/QA-Report-App/chroma-qa-reports/includes/notifications/class-reminders.php,action,inventory,
rest-route,/location/verify,plugins/QA-Report-App/chroma-qa-reports/includes/utils/class-location.php,'cqa/v1',inventory,
rest-route,/location/log-override,plugins/QA-Report-App/chroma-qa-reports/includes/utils/class-location.php,'cqa/v1',inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/utils/class-location.php,action,inventory,
rest-route,/reports/(?P<id>\d+)/workflow,plugins/QA-Report-App/chroma-qa-reports/includes/workflow/class-approval-workflow.php,'cqa/v1',inventory,
rest-route,/reports/(?P<id>\d+)/comments,plugins/QA-Report-App/chroma-qa-reports/includes/workflow/class-approval-workflow.php,'cqa/v1',inventory,
wp-hook,rest_api_init,plugins/QA-Report-App/chroma-qa-reports/includes/workflow/class-approval-workflow.php,action,inventory,
wp-hook,init,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,init,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,query_vars,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,template_redirect,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,show_admin_bar,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,wp_ajax_cqa_frontend_login,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,wp_ajax_nopriv_cqa_frontend_login,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,wp_ajax_cqa_oauth_callback,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,wp_ajax_nopriv_cqa_oauth_callback,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
wp-hook,wp_sitemaps_add_provider,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,wpseo_exclude_from_sitemap_by_url,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,rank_math/sitemap/exclude_urls,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,redirect_canonical,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,pre_option_chroma_seo_redirect_canonical,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,filter,inventory,
wp-hook,wp_head,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,action,inventory,
rewrite-rule,^,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,,inventory,
rewrite-rule,^,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,,inventory,
rewrite-rule,^,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,,inventory,
rewrite-rule,^,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,,inventory,
ajax-action,cqa_frontend_login,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,ajax_login,inventory,
ajax-action,cqa_frontend_login,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,ajax_login,inventory,
ajax-action,cqa_oauth_callback,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,oauth_callback,inventory,
ajax-action,cqa_oauth_callback,plugins/QA-Report-App/chroma-qa-reports/public/class-frontend-controller.php,oauth_callback,inventory,
js-import,../../public/js/frontend-app.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/frontend-wizard.test.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/../../public/js/frontend-app.js,exists,
js-import,../../admin/js/version-history.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/version-history.test.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/../../admin/js/version-history.js,exists,
js-import,../../admin/js/version-history.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/version-history.test.js,plugins/QA-Report-App/chroma-qa-reports/tests/js/../../admin/js/version-history.js,exists,
php-include,wp-load.php,plugins/QA-Report-App/cqa-doctor.php,plugins/QA-Report-App/wp-load.php,missing,
wp-hook,plugins_loaded,plugins/chroma-agent-api/chroma-agent-api.php,action,inventory,
wp-hook,admin_menu,plugins/chroma-agent-api/includes/class-admin.php,action,inventory,
wp-hook,admin_post_caa_create_key,plugins/chroma-agent-api/includes/class-admin.php,action,inventory,
wp-hook,admin_post_caa_rotate_key,plugins/chroma-agent-api/includes/class-admin.php,action,inventory,
wp-hook,admin_post_caa_revoke_key,plugins/chroma-agent-api/includes/class-admin.php,action,inventory,
wp-hook,admin_post_caa_toggle_enabled,plugins/chroma-agent-api/includes/class-admin.php,action,inventory,
wp-hook,rest_api_init,plugins/chroma-agent-api/includes/class-bootstrap.php,action,inventory,
rest-route,/audit,plugins/chroma-agent-api/includes/routes/class-audit-routes.php,self::NS,inventory,
rest-route,/audit/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-audit-routes.php,self::NS,inventory,
rest-route,/snapshots,plugins/chroma-agent-api/includes/routes/class-audit-routes.php,self::NS,inventory,
rest-route,/rollback/snapshot,plugins/chroma-agent-api/includes/routes/class-audit-routes.php,self::NS,inventory,
rest-route,/content,plugins/chroma-agent-api/includes/routes/class-content-routes.php,self::NS,inventory,
rest-route,/content/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-content-routes.php,self::NS,inventory,
rest-route,/content/(?P<id>\d+)/rollback,plugins/chroma-agent-api/includes/routes/class-content-routes.php,self::NS,inventory,
rest-route,/discovery,plugins/chroma-agent-api/includes/routes/class-discovery-routes.php,self::NS,inventory,
rest-route,/resources,plugins/chroma-agent-api/includes/routes/class-discovery-routes.php,self::NS,inventory,
rest-route,/write-policy,plugins/chroma-agent-api/includes/routes/class-discovery-routes.php,self::NS,inventory,
rest-route,/geo-contract,plugins/chroma-agent-api/includes/routes/class-discovery-routes.php,self::NS,inventory,
rest-route,/forms/(?P<form>[a-z0-9-]+)/settings,plugins/chroma-agent-api/includes/routes/class-form-routes.php,self::NS,inventory,
rest-route,/leads,plugins/chroma-agent-api/includes/routes/class-form-routes.php,self::NS,inventory,
rest-route,/leads/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-form-routes.php,self::NS,inventory,
rest-route,/leads/(?P<id>\d+)/retry-webhook,plugins/chroma-agent-api/includes/routes/class-form-routes.php,self::NS,inventory,
rest-route,/geo-feed,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,self::NS,inventory,
rest-route,/geo-feed/(?P<location_id>\d+),plugins/chroma-agent-api/includes/routes/class-geo-routes.php,self::NS,inventory,
wp-hook,save_post,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,deleted_post,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,updated_option,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,template_redirect,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,wp_head,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,wp_head,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,action,inventory,
wp-hook,redirect_canonical,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,filter,inventory,
wp-hook,robots_txt,plugins/chroma-agent-api/includes/routes/class-geo-routes.php,filter,inventory,
rest-route,/keys,plugins/chroma-agent-api/includes/routes/class-key-routes.php,self::NS,inventory,
rest-route,/keys/(?P<id>\d+)/revoke,plugins/chroma-agent-api/includes/routes/class-key-routes.php,self::NS,inventory,
rest-route,/keys/(?P<id>\d+)/rotate,plugins/chroma-agent-api/includes/routes/class-key-routes.php,self::NS,inventory,
rest-route,/media/(?P<id>\d+)/metadata,plugins/chroma-agent-api/includes/routes/class-maintenance-routes.php,self::NS,inventory,
rest-route,/cache/flush,plugins/chroma-agent-api/includes/routes/class-maintenance-routes.php,self::NS,inventory,
rest-route,/sitemaps/refresh,plugins/chroma-agent-api/includes/routes/class-maintenance-routes.php,self::NS,inventory,
rest-route,/geo-feed/refresh,plugins/chroma-agent-api/includes/routes/class-maintenance-routes.php,self::NS,inventory,
rest-route,/media,plugins/chroma-agent-api/includes/routes/class-media-routes.php,self::NS,inventory,
rest-route,/media/attach,plugins/chroma-agent-api/includes/routes/class-media-routes.php,self::NS,inventory,
rest-route,/portal/content,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/content/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/taxonomies,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/dashboard,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/years,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/taxonomies/(?P<taxonomy>[a-z0-9_-]+),plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/bulk-import,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/portal/families/(?P<id>\d+)/pin,plugins/chroma-agent-api/includes/routes/class-portal-routes.php,self::NS,inventory,
rest-route,/schools,plugins/chroma-agent-api/includes/routes/class-school-routes.php,self::NS,inventory,
rest-route,/schools/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-school-routes.php,self::NS,inventory,
rest-route,/schools/(?P<id>\d+)/tv,plugins/chroma-agent-api/includes/routes/class-school-routes.php,self::NS,inventory,
rest-route,/schools/(?P<id>\d+)/config,plugins/chroma-agent-api/includes/routes/class-school-routes.php,self::NS,inventory,
rest-route,/schools/weather,plugins/chroma-agent-api/includes/routes/class-school-routes.php,self::NS,inventory,
rest-route,/seo/structured-meta/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/seo/actions,plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/seo/virtual-pages,plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/seo/virtual-pages/(?P<type>[a-z0-9_-]+)/(?P<key>[^/]+),plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/seo/actions/(?P<action>[a-z0-9_-]+),plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/llm/settings,plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/translations,plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/translations/(?P<id>\d+),plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/translate,plugins/chroma-agent-api/includes/routes/class-seo-operation-routes.php,self::NS,inventory,
rest-route,/seo/options,plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/seo/meta/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/seo/schema/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/seo/schema,plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/schema/seo,plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/schema/seo/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-seo-routes.php,self::NS,inventory,
rest-route,/theme/customizer,plugins/chroma-agent-api/includes/routes/class-theme-extension-routes.php,self::NS,inventory,
rest-route,/theme/customizer/(?P<group>[a-z0-9-]+),plugins/chroma-agent-api/includes/routes/class-theme-extension-routes.php,self::NS,inventory,
rest-route,/theme/page-meta/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-theme-extension-routes.php,self::NS,inventory,
rest-route,/theme/cpt-meta/(?P<post_type>[a-z0-9_-]+)/(?P<post_id>\d+),plugins/chroma-agent-api/includes/routes/class-theme-extension-routes.php,self::NS,inventory,
rest-route,/theme/taxonomy-meta/(?P<taxonomy>[a-z0-9_-]+)/(?P<term_id>\d+),plugins/chroma-agent-api/includes/routes/class-theme-extension-routes.php,self::NS,inventory,
rest-route,/theme/options,plugins/chroma-agent-api/includes/routes/class-theme-routes.php,self::NS,inventory,
rest-route,/theme/mods,plugins/chroma-agent-api/includes/routes/class-theme-routes.php,self::NS,inventory,
js-import,./context/AuthContext,plugins/chroma-parent-portal/build-env/src/App.jsx,plugins/chroma-parent-portal/build-env/src/context/AuthContext|plugins/chroma-parent-portal/build-env/src/context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/context/AuthContext/index.js,exists,
js-import,./components/MainLayout,plugins/chroma-parent-portal/build-env/src/App.jsx,plugins/chroma-parent-portal/build-env/src/components/MainLayout|plugins/chroma-parent-portal/build-env/src/components/MainLayout.js|plugins/chroma-parent-portal/build-env/src/components/MainLayout.jsx|plugins/chroma-parent-portal/build-env/src/components/MainLayout.mjs|plugins/chroma-parent-portal/build-env/src/components/MainLayout.json|plugins/chroma-parent-portal/build-env/src/components/MainLayout/index.js,exists,
js-import,../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/MainLayout.jsx,plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/../context/AuthContext/index.js,exists,
js-import,./auth/LoginScreen,plugins/chroma-parent-portal/build-env/src/components/MainLayout.jsx,plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen|plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen.js|plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen.jsx|plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen.mjs|plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen.json|plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen/index.js,exists,
js-import,./dashboard/Dashboard,plugins/chroma-parent-portal/build-env/src/components/MainLayout.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard|plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard/index.js,exists,
js-import,../../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/auth/LoginScreen.jsx,plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/auth/../../context/AuthContext/index.js,exists,
js-import,../common/PDFCard,plugins/chroma-parent-portal/build-env/src/components/common/OrganizationGroup.jsx,plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard|plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard.js|plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard.jsx|plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard.mjs|plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard.json|plugins/chroma-parent-portal/build-env/src/components/common/../common/PDFCard/index.js,exists,
js-import,../../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/common/UploadModal.jsx,plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/common/../../context/AuthContext/index.js,exists,
js-import,../../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext/index.js,exists,
js-import,./Header,plugins/chroma-parent-portal/build-env/src/components/dashboard/Dashboard.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/Header|plugins/chroma-parent-portal/build-env/src/components/dashboard/Header.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/Header.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/Header.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/Header.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/Header/index.js,exists,
js-import,../../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext/index.js,exists,
js-import,./Announcements,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements|plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/Announcements/index.js,exists,
js-import,./LessonPlanSection,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection/index.js,exists,
js-import,./MealPlansSection,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection|plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection/index.js,exists,
js-import,../common/PDFCard,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard/index.js,exists,
js-import,../common/UploadModal,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/UploadModal/index.js,exists,
js-import,../common/PDFViewerModal,plugins/chroma-parent-portal/build-env/src/components/dashboard/DashboardGrid.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFViewerModal/index.js,exists,
js-import,../common/PDFCard,plugins/chroma-parent-portal/build-env/src/components/dashboard/DownloadCenter.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../common/PDFCard/index.js,exists,
js-import,../../context/AuthContext,plugins/chroma-parent-portal/build-env/src/components/dashboard/Header.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/../../context/AuthContext/index.js,exists,
js-import,./LessonPlanSection,plugins/chroma-parent-portal/build-env/src/components/dashboard/MealPlansSection.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.js|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.jsx|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.mjs|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection.json|plugins/chroma-parent-portal/build-env/src/components/dashboard/LessonPlanSection/index.js,exists,
js-import,../../assets/images/chroma_hex_logo.png,plugins/chroma-parent-portal/build-env/src/components/dashboard/Sidebar.jsx,plugins/chroma-parent-portal/build-env/src/components/dashboard/../../assets/images/chroma_hex_logo.png,exists,
js-import,./App,plugins/chroma-parent-portal/build-env/src/index.js,plugins/chroma-parent-portal/build-env/src/App|plugins/chroma-parent-portal/build-env/src/App.js|plugins/chroma-parent-portal/build-env/src/App.jsx|plugins/chroma-parent-portal/build-env/src/App.mjs|plugins/chroma-parent-portal/build-env/src/App.json|plugins/chroma-parent-portal/build-env/src/App/index.js,exists,
js-import,./components/common/ErrorBoundary,plugins/chroma-parent-portal/build-env/src/index.js,plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary|plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary.js|plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary.jsx|plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary.mjs|plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary.json|plugins/chroma-parent-portal/build-env/src/components/common/ErrorBoundary/index.js,exists,
js-import,./styles/main.scss,plugins/chroma-parent-portal/build-env/src/index.js,plugins/chroma-parent-portal/build-env/src/styles/main.scss,exists,
wp-hook,wp_head,plugins/chroma-parent-portal/chroma-parent-portal.php,action,inventory,
wp-hook,wp,plugins/chroma-parent-portal/chroma-parent-portal.php,action,inventory,
wp-hook,theme_mod_chroma_header_scripts,plugins/chroma-parent-portal/chroma-parent-portal.php,filter,inventory,
wp-hook,theme_mod_chroma_footer_scripts,plugins/chroma-parent-portal/chroma-parent-portal.php,filter,inventory,
